Compa,NAICS,Latit,Longi
BRADFORD EQUITIES MGMT LLC,CONSUMER LENDING,41.034811,-73.766967
FIRST BANK-TRUST LOAN PRDCTN,CONSUMER LENDING,37.016498,-79.862281
ONEMAIN FINANCIAL,CONSUMER LENDING,37.319923,-79.962257
LOAN MAX TITLE LOANS,CONSUMER LENDING,37.282053,-79.932324
C&F FINANCE CO,CONSUMER LENDING,37.222483,-79.986557
GET AUTO TITLE LOANS FORT,CONSUMER LENDING,32.66994,-97.24501
REGIONAL MORTGAGE CTR,CONSUMER LENDING,36.833402,-81.519805
J M R EQUITIES LLC,CONSUMER LENDING,33.3612,-97.1924
FAST AUTO & PAYDAY LOANS,CONSUMER LENDING,37.299065,-80.014872
LOAN SMART,CONSUMER LENDING,37.298916,-80.014041
AAARDVARK BAIL BOND CO,CONSUMER LENDING,31.102147,-97.739642
LOAN MAX TITLE LOANS,CONSUMER LENDING,36.631924,-82.123795
ADVANCE AMERICA,CONSUMER LENDING,37.769222,-79.989856
ADVANCE AMERICA,CONSUMER LENDING,37.777431,-79.43689
LONE STAR FINANCE,CONSUMER LENDING,33.789689,-97.727837
WORLD FINANCE,CONSUMER LENDING,31.098064,-97.343576
EQUITY PROS,CONSUMER LENDING,41.25657,-73.685678
ACE CASH EXPRESS,CONSUMER LENDING,35.682785,-80.482729
FAST AUTO & PAYDAY LOANS,CONSUMER LENDING,38.133893,-79.064453
ACE CASH EXPRESS,CONSUMER LENDING,29.8981,-95.4283
CAC ACCEPTANCE CORP,CONSUMER LENDING,29.724096,-95.553326
FAST AUTO LOANS,CONSUMER LENDING,37.048974,-80.766196
LENDMARK FINANCIAL SVC,CONSUMER LENDING,36.633774,-82.127617
JUSTIN ENTERPRISES,CONSUMER LENDING,36.56086,-80.653608
LOANSTAR TITLE LOANS TX 335,CONSUMER LENDING,31.101171,-97.354074
VA LOANS WITH ED,CONSUMER LENDING,32.710669,-97.385785
AG TEXAS FARM CREDIT SVC,CONSUMER LENDING,32.195286,-98.257867
LOAN MAX TITLE LOANS,CONSUMER LENDING,38.132456,-79.062615
CHECK 'N GO,CONSUMER LENDING,31.075213,-97.37192
FEDERAL FUNDING,CONSUMER LENDING,29.781839,-95.391541
PREFERRED LOANS,CONSUMER LENDING,31.094348,-97.341458
ADVANCE AMERICA,CONSUMER LENDING,29.656158,-95.510591
FIRST CHOICE CASH ADVANCE,CONSUMER LENDING,36.83722,-81.515169
MIDWEST FINANCE CORP,CONSUMER LENDING,34.152298,-99.306526
CASH STORE,CONSUMER LENDING,31.068792,-97.668885
ADVANCE AMERICA,CONSUMER LENDING,37.113845,-79.282169
MONEYTREE,CONSUMER LENDING,47.627771,-122.141451
CAPITAL FARM CREDIT,CONSUMER LENDING,31.507334,-97.197008
CAPITAL FARM CREDIT,CONSUMER LENDING,33.870836,-98.576375
CREDIT-LINE INC,CONSUMER LENDING,30.586769,-97.410912
ROYAL HILL FINANCE,CONSUMER LENDING,32.854866,-97.319734
DR LOAN INC,CONSUMER LENDING,30.655161,-97.0014
DHAKAD ASSOCIATES,CONSUMER LENDING,35.102212,-80.773838
MIRACLE FUNDING INC,CONSUMER LENDING,33.881822,-98.493945
REGIONAL FINANCE CORP,CONSUMER LENDING,35.224968,-80.895019
WILL JAMES EQUITY PARTNERS INC,CONSUMER LENDING,40.691478,-73.989803
ADVANCE AMERICA,CONSUMER LENDING,29.911091,-95.477758
BF ADVANCED LLC,CONSUMER LENDING,40.60855,-73.957963
ACE CASH EXPRESS,CONSUMER LENDING,35.238917,-80.883706
WELCOME FINANCE CO,CONSUMER LENDING,34.923765,-79.751129
ADVANCE AMERICA,CONSUMER LENDING,29.86521,-95.333791
FEDERAL CASH ADVANCE,CONSUMER LENDING,31.089407,-97.721371
SILVER FUNDING LLC,CONSUMER LENDING,40.778251,-73.724648
LOAN MAX TITLE LOANS,CONSUMER LENDING,36.67928,-80.897735
BANK OF CHARLOTTE COUNTY LOAN,CONSUMER LENDING,36.738358,-78.919388
R & R EQUITY LP,CONSUMER LENDING,32.731498,-97.411861
ONEMAIN FINANCIAL,CONSUMER LENDING,37.373285,-79.184535
SOUTH BOSTON AUTO CREDIT,CONSUMER LENDING,36.687663,-78.90043
FIRST BANK-TRUST LOAN PRDCTN,CONSUMER LENDING,37.3258,-79.5208
ONEMAIN FINANCIAL,CONSUMER LENDING,35.348937,-80.857539
ONEMAIN FINANCIAL,CONSUMER LENDING,35.32225,-78.635805
GLOBAL FINANCE TECHNOLOGY,CONSUMER LENDING,35.1658,-80.8981
NATIONAL FINANCE CO,CONSUMER LENDING,34.976723,-79.235527
HIGH CAP EQUITY LLC,CONSUMER LENDING,41.095834,-74.046073
ONEMAIN FINANCIAL,CONSUMER LENDING,37.093154,-81.798242
MANHATTAN BRIDGE CAPITAL INC,CONSUMER LENDING,40.785542,-73.73061
EQUITY SERVICES INC,CONSUMER LENDING,44.2573,-72.5895
PRE SETTLEMENT FUNDING GROUP,CONSUMER LENDING,35.240547,-80.811544
SANTANDER FINANCIAL,CONSUMER LENDING,18.0046,-66.6128
LOAN MAX TITLE LOANS,CONSUMER LENDING,37.440145,-79.121037
INTERSTATE FINANCIAL INC,CONSUMER LENDING,47.537535,-122.168234
MONEY EXPRESS,CONSUMER LENDING,18.1927,-67.1372
COMMERCIAL LOAN DEPT,CONSUMER LENDING,38.151189,-79.073478
CITY FINANCE CO LLC,CONSUMER LENDING,35.016907,-78.5049
CREDIT ACCEPTANCE,CONSUMER LENDING,39.878102,-75.545839
VERMONT DEVELOPMENT AUTHORITY,CONSUMER LENDING,44.258968,-72.571747
SOUTHEASTERN CAPITAL LLC,CONSUMER LENDING,35.150909,-80.840586
ISLAND FINANCE,CONSUMER LENDING,18.186859,-66.302363
UNITED CHECK CASHING,CONSUMER LENDING,40.074981,-75.305482
MONEYMAX TITLE LOANS,SALES FINANCING,36.608745,-79.408292
MONEY QUEST LENDING,CONSUMER LENDING,40.033093,-75.578027
ISLAND FINANCE,CONSUMER LENDING,18.3796,-67.186438
SABTERA CAPITAL,CONSUMER LENDING,47.5329,-122.049604
YANKEE FARM CREDIT,CONSUMER LENDING,44.437732,-73.109822
NORBITH CORP,CONSUMER LENDING,18.4774,-66.85
POPULAR FINANCE,CONSUMER LENDING,18.476598,-66.75432
G E CORPORATE AIRCRAFT GROUP,CONSUMER LENDING,18.4532,-66.0753
CHECK CASHING STORE,CONSUMER LENDING,35.215363,-80.782251
ONEMAIN FINANCIAL,CONSUMER LENDING,35.05125,-78.97581
ADVANCE AMERICA,CONSUMER LENDING,38.126276,-79.06502
ISLAND FINANCE,CONSUMER LENDING,18.2012,-67.1395
JACOBI WEALTH ADVISORS,CONSUMER LENDING,40.06323,-75.4674
COOPERATIVA DE AHORRO-CREDITO,CONSUMER LENDING,18.3887,-66.2298
MONEYTREE,CONSUMER LENDING,47.834073,-122.209348
NORTHWEST CAPITAL MORTGAGE,CONSUMER LENDING,47.393179,-122.044765
MARINER FINANCE,CONSUMER LENDING,40.140256,-75.310239
MONEY EXPRESS,CONSUMER LENDING,18.034871,-66.84972
RIVER VALLEY CREDIT UNION,CONSUMER LENDING,43.0555,-72.665
HERITAGE FUNDING,CONSUMER LENDING,40.289712,-75.306717
COOPERATIVA DE AHORRO,CONSUMER LENDING,18.4393,-66.5438
ISLAND FINANCE,CONSUMER LENDING,18.012508,-66.611646
ONEMAIN FINANCIAL,CONSUMER LENDING,40.315668,-76.000211
BROOKLYN EQUITY,CONSUMER LENDING,40.691487,-73.99694
FIRST PACIFIC FUNDING,CONSUMER LENDING,47.758221,-122.197575
AMERICAN GENERAL FINANCE CORP,CONSUMER LENDING,18.0967,-66.6239
JAMAICA FINANCE CO,CONSUMER LENDING,40.703833,-73.815841
LENDMARK FINANCIAL SVC,CONSUMER LENDING,36.740654,-78.923065
ROYAL OXFORD GLOBAL FUNDING,CONSUMER LENDING,40.623562,-74.024768
RB KNOWS BEST,CONSUMER LENDING,39.982394,-75.935152
CASH MAX LLC,CONSUMER LENDING,18.0003,-66.6092
MONEY EXPRESS,CONSUMER LENDING,18.0046,-66.6128
MEEKER EQUITIES LLC,CONSUMER LENDING,40.702168,-73.955622
US AIRCRAFT FINANCE,CONSUMER LENDING,44.406779,-72.993871
NETWORK HOME LOAN,CONSUMER LENDING,47.825242,-122.28122
EQUITY DEVELOPMENT STRATEGIES,CONSUMER LENDING,40.689077,-73.943268
42 GROVE EQUITY LLC,CONSUMER LENDING,40.708839,-73.960179
DEBORAH CARL BAIL BONDS,CONSUMER LENDING,40.114104,-75.341791
95 PRINT,CONSUMER LENDING,40.615858,-74.03069
ADVANCE FUNDS NETWORK LLC,CONSUMER LENDING,40.627431,-73.982101
YANKEE FARM CREDIT ACA,CONSUMER LENDING,43.643229,-72.332794
ISLAND FINANCE,CONSUMER LENDING,18.4895,-67.0213
CPS,CONSUMER LENDING,40.598061,-73.982022
AMERICAN CASH CTR,CONSUMER LENDING,36.70541,-79.908302
TITLE MAX,CONSUMER LENDING,36.843598,-81.503214
INVESTORS CHOICE LENDING,CONSUMER LENDING,40.712914,-73.959663
MONEY EXPRESS,CONSUMER LENDING,18.0967,-66.6239
BORINQUEN TITLE LOANS,CONSUMER LENDING,17.9799,-66.1196
AMERI CAPITAL,CONSUMER LENDING,47.784165,-122.157651
UNITED CHECK CASHING,CONSUMER LENDING,40.120198,-75.348744
GLOBAL CAPITAL FUNDING GROUP,CONSUMER LENDING,40.426461,-75.798984
PAWN EXPRESS,CONSUMER LENDING,47.380798,-122.230164
DOUG'S CREDIT CTR,CONSUMER LENDING,47.811061,-122.324163
COOPERATIVA DE AHORRO & CREDIT,CONSUMER LENDING,18.049149,-65.879913
CROSTHWAITE GROUP,CONSUMER LENDING,40.783989,-73.775948
EQUITY INSIGHTS,CONSUMER LENDING,40.150962,-75.492847
LENDING UNLIMITED LLC,CONSUMER LENDING,40.674351,-73.731855
MONEY SAN GERMAN,CONSUMER LENDING,18.084,-67.0522
ONEMAIN FINANCIAL,CONSUMER LENDING,37.773769,-79.433914
AG VENTURE FINANCIAL SVC INC,CONSUMER LENDING,44.805688,-73.069182
VERMONT HOUSING FINANCE AGENCY,CONSUMER LENDING,43.680991,-73.023557
BORINQUEN LOANS,CONSUMER LENDING,18.482,-66.8085
POPULAR FINANCE,CONSUMER LENDING,18.0967,-66.6239
PARADISE CITY FUNDING REGL CTR,CONSUMER LENDING,40.740405,-73.916081
ONEMAIN FINANCIAL,CONSUMER LENDING,47.82385,-122.271802
YACHT FINANCING LLC,CONSUMER LENDING,47.626547,-122.155867
LOAN MART OF OKLAHOMA INC,CONSUMER LENDING,40.056037,-75.51628
ISLAND FINANCE,CONSUMER LENDING,18.4496,-67.1462
CUSTOM HOME FINANCE,CONSUMER LENDING,40.756028,-73.556374
COOPERATIVA DE AHORRO-CREDITO,CONSUMER LENDING,18.4507,-66.2789
SAGENT LENDING TECHNOLOGIES,CONSUMER LENDING,40.081413,-75.398322
NORTHPOINTE BANK-LOAN CTR,CONSUMER LENDING,40.344965,-75.975508
FUNDING AMERICA LLC,CONSUMER LENDING,41.167154,-73.754569
GEMINI CAPITAL GROUP LLC,CONSUMER LENDING,41.023211,-73.759553
JELEC FINANCIAL,CONSUMER LENDING,37.246705,-81.243152
ONEMAIN FINANCIAL,CONSUMER LENDING,36.707109,-81.997991
PROVIDENCE FINANCIAL,CONSUMER LENDING,40.136485,-75.45527
CROWN FUNDING GROUP,CONSUMER LENDING,40.607123,-74.003656
SANTANDER FINANCIAL SVC,CONSUMER LENDING,17.99639,-66.269721
ISLAND FINANCE,CONSUMER LENDING,18.2839,-67.141
WIRELESS FUNDING,CONSUMER LENDING,40.613559,-73.982043
MONEYTREE,CONSUMER LENDING,47.71186,-122.25157
DREXEL MORTGAGE CORP,CONSUMER LENDING,40.689805,-73.825602
ISLAND FINANCE,CONSUMER LENDING,18.0762,-67.1547
SANTANDER FINANCIAL SVC,CONSUMER LENDING,18.0762,-67.1547
,CONSUMER LENDING,39.960469,-75.63899
CASH COW,CONSUMER LENDING,40.330864,-75.876019
REGIONAL FINANCE,CONSUMER LENDING,36.700607,-81.97863
APPROVED MORTGAGE SVC,CONSUMER LENDING,40.321503,-75.953052
T F LENDING GROUP LLC,CONSUMER LENDING,40.599741,-73.950274
ADVANCE AMERICA,CONSUMER LENDING,37.23896,-81.257248
1202 EQUITY LLC,CONSUMER LENDING,40.641107,-73.989058
TRISTATE DEVELOPMENT EQUITY,CONSUMER LENDING,40.71587,-73.833742
ISLAND FINANCE ARECIBO,CONSUMER LENDING,18.4609,-66.7207
MONEY EXPRESS MANATI,CONSUMER LENDING,18.4303,-66.481
CROSS COUNTY MTG & LOAN DEPT,CONSUMER LENDING,40.713328,-73.873691
ASSOCIATES FINANCE,CONSUMER LENDING,18.201453,-67.142838
YANKEE FARM CREDIT ACA,CONSUMER LENDING,44.035473,-73.163562
LOAN MAX TITLE LOANS,CONSUMER LENDING,38.135473,-79.043241
ISLAND FINANCE,CONSUMER LENDING,18.428841,-66.492468
ISLAND FINANCE,CONSUMER LENDING,18.084,-67.0522
SANTANDER FINANCIAL,CONSUMER LENDING,17.9799,-66.1196
EQUIVEST MANAGEMENT INC,CONSUMER LENDING,40.0933,-75.3763
ALARM FUNDING ASSOC,CONSUMER LENDING,39.964529,-75.512086
CITIFINANCIAL,CONSUMER LENDING,18.384142,-65.955152
QUEEN FUNDING LLC,CONSUMER LENDING,40.619579,-73.936382
UNION EQUITIES LLC,CONSUMER LENDING,40.637544,-73.989083
MERCHANTS ACCEPTANCE CORP,CONSUMER LENDING,47.596405,-122.191535
Y S W FUNDING LLC,CONSUMER LENDING,40.695299,-73.961106
EMPOWER INDIA,CONSUMER LENDING,40.010502,-75.540081
YL ENTEERPRISE SOLUTIONS INC,CONSUMER LENDING,40.351478,-75.91166
RELIABLE CREDIT,CONSUMER LENDING,47.294174,-122.316361
T & R EQUITIES LLC,CONSUMER LENDING,40.63089,-73.993243
CITYWIDE LEASING,CONSUMER LENDING,40.6333,-73.9956
K Y EQUITY PARTNERS LLC,CONSUMER LENDING,40.624117,-73.998998
CHECK INTO CASH,CONSUMER LENDING,37.094723,-81.809113
ISLAND FINANCE,CONSUMER LENDING,18.399205,-66.158168
LOAN DEPOT,CONSUMER LENDING,40.221943,-75.510891
FORD MOTOR CREDIT CO LLC,CONSUMER LENDING,47.578715,-122.159057
SANTANDER FINANCIAL,CONSUMER LENDING,18.15152,-65.83072
WEIYE HOLDING INC,CONSUMER LENDING,40.760742,-73.827441
ISLAND FINANCE,CONSUMER LENDING,18.0967,-66.6239
HALSEY EQUITY GROUP LLC,CONSUMER LENDING,40.708839,-73.960179
ISLAND FINANCE,CONSUMER LENDING,18.4088,-66.0881
THINK FINANCE SETTLEMENT,CONSUMER LENDING,40.136603,-75.284931
BIRD FUNDING LLC,CONSUMER LENDING,40.621197,-73.936289
SANTANDER FINANCIAL SVC,CONSUMER LENDING,18.0401,-66.5073
SANTANDER FINANCIAL,CONSUMER LENDING,18.0401,-66.5073
MARINER FINANCE,CONSUMER LENDING,40.266966,-75.651885
HUDSON VIEWS EQUITY LLC,CONSUMER LENDING,40.624138,-74.003855
WOLF FUNDING CORP,CONSUMER LENDING,40.586895,-73.932968
DOWNTOWN CAPITAL FUNDING LLC,CONSUMER LENDING,40.627531,-73.995858
S N FUNDING LLC,CONSUMER LENDING,40.619422,-73.933134
SANTANDER FINANCIAL,CONSUMER LENDING,18.341666,-66.31667
SANTANDER FINANCIAL SVC,CONSUMER LENDING,18.164639,-66.723679
GEM PAWNBROKERS CORP,CONSUMER LENDING,40.717928,-73.738402
ALWEST FUNDING LLC,CONSUMER LENDING,40.73005,-73.949436
ASSOCIATES FINANCE,CONSUMER LENDING,18.337019,-66.990868
ISLAND FINANCE,CONSUMER LENDING,18.337049,-66.990915
FAJZUA EQUITIES LLC,CONSUMER LENDING,40.630281,-73.965862
CHECK 'N GO,CONSUMER LENDING,42.016706,-71.481509
VFR HEALTHCARE FINANCE,CONSUMER LENDING,40.619616,-73.990069
44 BUSINESS CAPITAL LLC,CONSUMER LENDING,40.13538,-75.280056
K & G EQUITY PARTNERS LLC,CONSUMER LENDING,40.628602,-73.977363
COLLEGIATE CAPITAL CORP,CONSUMER LENDING,40.745446,-73.639313
ISLAND FINANCE,CONSUMER LENDING,18.458577,-66.259661
ISLAND FINANCE,CONSUMER LENDING,18.445108,-66.401013
25 PLAZA ST FUNDING LLC,CONSUMER LENDING,40.6933,-73.9906
MODELL COLLATERAL LOANS INC,CONSUMER LENDING,40.6618,-73.9152
LEX LEND LLC,CONSUMER LENDING,40.587746,-73.955059
KINGS EQUITY GROUP LLC,CONSUMER LENDING,40.638385,-73.990586
TANCHENG FUNDING LLC,CONSUMER LENDING,40.719925,-73.850649
PREMINS CO,CONSUMER LENDING,40.618114,-73.960775
GUARDIAN LENDING GROUP,CONSUMER LENDING,40.65995,-73.997772
NICCOLI ASSOCIATES,CONSUMER LENDING,18.42302,-66.143675
JOE'S AUTO BROKERS INC,CONSUMER LENDING,18.4895,-67.0213
OPPORTUNITY FUNDING LLC,CONSUMER LENDING,40.664572,-73.948842
PREMIER CAPITAL FUNDING LLC,CONSUMER LENDING,40.616726,-74.030569
2XIST FUNDING LLC,CONSUMER LENDING,40.615332,-73.959964
MILLENNIAL FUNDING INC,CONSUMER LENDING,40.671924,-73.960998
HARBORVIEW,CONSUMER LENDING,40.617264,-73.729728
ONEMAIN FINANCIAL,CONSUMER LENDING,40.310832,-75.867107
AUTO FACTORS INC,CONSUMER LENDING,40.662419,-73.704105
UNITED CHECK CASHING,CONSUMER LENDING,40.287273,-75.266238
ISLAND FINANCE,CONSUMER LENDING,18.1927,-67.1372
SANTANDER FINANCIAL,CONSUMER LENDING,18.1927,-67.1372
HARD MONEY LENDERS-FIX-FLIP,CONSUMER LENDING,40.658564,-73.696602
COMMERCIAL LOAN CTR LLC,CONSUMER LENDING,40.136603,-75.284931
FOS,CONSUMER LENDING,40.356962,-75.988182
GLOBAL FUNDING NOW,CONSUMER LENDING,40.605875,-73.972057
SBF FINANCE & TECHNOLOGY LLC,CONSUMER LENDING,40.099506,-75.412109
FIRST AMERICAN LENDING,CONSUMER LENDING,40.66189,-73.615498
S K TZEDAKA FUND INC,CONSUMER LENDING,40.610703,-73.964184
ISLAND FINANCE,CONSUMER LENDING,18.3943,-67.1139
I3 LENDING INC,CONSUMER LENDING,40.032289,-75.679503
MARINER FINANCE,CONSUMER LENDING,40.383305,-75.92706
FLOWERS FINANCE LLC,CONSUMER LENDING,39.79212,-75.969973
CBC SETTLEMENT FUNDING LLC,CONSUMER LENDING,40.0717,-75.4258
J L S EQUITIES LLC,CONSUMER LENDING,40.612782,-73.731973
FAIRMONT,CONSUMER LENDING,40.3117,-75.5401
ONEMAIN FINANCIAL,CONSUMER LENDING,40.520131,-75.775635
ALLIANCE FINANCE & CAPITOL,CONSUMER LENDING,40.705231,-73.740231
MONEY EXPRESS,CONSUMER LENDING,18.1861,-66.3088
3 EQUITY GROUP LLC,CONSUMER LENDING,40.63026,-73.947121
ONEMAIN FINANCIAL,CONSUMER LENDING,18.400019,-66.155377
CITIFINANCIAL,CONSUMER LENDING,18.3678,-66.107
MONEY EXPRESS,CONSUMER LENDING,18.4204,-65.9769
SANTANDER FINANCIAL,CONSUMER LENDING,18.4378,-66.0489
EZRA FUNDING CORP,CONSUMER LENDING,40.72049,-73.80468
MENDOZA FINANCE CO INC,CONSUMER LENDING,18.4774,-66.85
GCF VENTURES LLC,CONSUMER LENDING,40.719221,-73.841972
ISLAND FINANCE,CONSUMER LENDING,18.077073,-66.960584
ACB EQUITY LLC,CONSUMER LENDING,40.695345,-73.932848
SANTANADER FINANCIAL,CONSUMER LENDING,18.337049,-66.990915
COOPERATIVA DE AHORRO,CONSUMER LENDING,18.433152,-66.484363
FLORAL EQUITIES LLC,CONSUMER LENDING,40.710059,-73.957155
ONEMAIN FINANCIAL,CONSUMER LENDING,40.271858,-75.290497
SUPERMERCADO & ALMACEN MR CASH,CONSUMER LENDING,18.3943,-67.1139
SANTANDER FINANCIAL,CONSUMER LENDING,18.0288,-66.8572
M L FACTORS FUNDING LLC,CONSUMER LENDING,40.620262,-73.726212
RHODE ISLAND CREDIT UNION,CONSUMER LENDING,41.484559,-71.529088
ISLAND FINANCE,CONSUMER LENDING,18.0288,-66.8572
WHITE STAR LENDING GROUP,CONSUMER LENDING,40.09839,-75.414777
ONEMAIN FINANCIAL,CONSUMER LENDING,40.324416,-75.619703
ISLAND FINANCE,CONSUMER LENDING,18.265,-66.7018
NEW YORK BUSINESS FUND,CONSUMER LENDING,40.667023,-73.711927
ONEMAIN FINANCIAL,CONSUMER LENDING,18.3386,-66.3203
ISLAND FINANCE,CONSUMER LENDING,18.3009,-66.2439
FUNDING INC,CONSUMER LENDING,39.879222,-75.725789
504 CO,CONSUMER LENDING,40.092171,-75.412696
BUSINESS LOAN EXPRESS LLC,CONSUMER LENDING,40.163283,-75.475997
ISLAND FINANCE PUERTO RICO INC,CONSUMER LENDING,18.15159,-65.830933
MOLINO EXPRESS,CONSUMER LENDING,18.1295,-65.8202
SECURITY FINANCE,CONSUMER LENDING,33.951505,-80.371152
TIME FINANCE,CONSUMER LENDING,33.948977,-80.380776
FIRST MORTGAGE/ARECIBO,CONSUMER LENDING,18.4609,-66.7207
593 EAST 93 EQUITY LLC,CONSUMER LENDING,40.709013,-73.960265
MONEY EXPRESS/COAMO,CONSUMER LENDING,18.0762,-66.3627
OASIS FINANCIAL SVC,CONSUMER LENDING,18.4774,-66.85
NEW ERA LENDING,CONSUMER LENDING,40.59426,-73.973296
UNIVEST COMMERCIAL LENDING OFC,CONSUMER LENDING,39.961585,-75.606421
COMMO LO CO,CONSUMER LENDING,18.223672,-66.04382
MONEY EXPRESS/GUAYAMA,CONSUMER LENDING,17.9799,-66.1196
CASE CASH FUNDING II LLC,CONSUMER LENDING,40.729458,-73.60343
LUCID FUNDING GROUP,CONSUMER LENDING,40.622177,-73.725414
UNION FUNDING SOURCE INC,CONSUMER LENDING,40.669144,-73.950748
NACE FINANCE,CONSUMER LENDING,39.990216,-75.593358
FIRST PRIORITY MILLCREEK LLC,CONSUMER LENDING,40.076258,-75.351977
ISLAND FINANCE PILOTO,CONSUMER LENDING,18.0288,-66.8572
ONEMAIN FINANCIAL,CONSUMER LENDING,40.412112,-75.925133
LITIGATION FINANCING SOLUTIONS,CONSUMER LENDING,40.702782,-73.987144
CONSUMER CREDIT MAYA,CONSUMER LENDING,18.1927,-67.1372
MONEY EXPRESS FINANCIERA,CONSUMER LENDING,18.1927,-67.1372
RELIABLE AUTO SVC,CONSUMER LENDING,18.0967,-66.6239
BEN BAJAYO EQUITIES INC,CONSUMER LENDING,40.632116,-73.704461
ADVANCE AMERICA,CONSUMER LENDING,41.519367,-71.292892
ADVANCE AMERICA,CONSUMER LENDING,41.879169,-71.363811
MONEY EXPRESS,CONSUMER LENDING,18.450567,-66.053876
ISLAND FINANCE,CONSUMER LENDING,18.4723,-66.9375
ROYAL FINANCE LEASING,CONSUMER LENDING,18.455347,-66.084474
ACE CASH EXPRESS,CONSUMER LENDING,33.978714,-81.073953
QUICK CREDIT CORP,CONSUMER LENDING,33.94247,-80.368722
REPUBLIC FINANCE INC,CONSUMER LENDING,33.950513,-80.363077
CITIZENS AUTOMOBILE FINANCE,CONSUMER LENDING,41.735738,-71.441106
NORTHEAST EQUITY PARTNERS LLC,CONSUMER LENDING,41.6626,-71.5
METRO MULTI SVC LLC,CONSUMER LENDING,41.8008,-71.4241
HOME LOAN INVESTMENT BANK,CONSUMER LENDING,41.655815,-71.452866
MONEY EXPRESS CTR HIPOTECARIO,CONSUMER LENDING,18.396,-65.9597
SECURE FUNDING SOURCE LLC,CONSUMER LENDING,40.662205,-73.961558
COOP FED EMPLEADOS TELEFONICOS,CONSUMER LENDING,18.412352,-66.098491
CITIFINANCIAL,CONSUMER LENDING,18.391533,-66.145583
AUTO MONEY INC,CONSUMER LENDING,33.944573,-80.372262
PFE CAPITAL GROUP,CONSUMER LENDING,40.750937,-73.573407
WORLD FINANCE,CONSUMER LENDING,33.5284,-80.5798
NEW APPLE FUNDING CORP,CONSUMER LENDING,40.685625,-73.840291
UNITED CHECK CASHING,CONSUMER LENDING,40.116093,-75.347285
BEST FAST ADVANCE FUNDING LTD,CONSUMER LENDING,40.783904,-73.825899
AUTO MONEY INC,CONSUMER LENDING,33.974268,-81.159443
WORLD FINANCE,CONSUMER LENDING,33.919057,-80.341494
SUMTER FINANCIAL SVC INC,CONSUMER LENDING,33.952099,-80.388283
CHECK INTO CASH,CONSUMER LENDING,34.106226,-81.189287
CHECK 'N GO,CONSUMER LENDING,34.094795,-81.158972
CONTINENTAL HOME LOAN,CONSUMER LENDING,40.719088,-73.734756
CAROLINA FINANCE CO,CONSUMER LENDING,33.937943,-80.371747
B D FUNDING INC,CONSUMER LENDING,40.581327,-73.966204
591 N UNION FUNDING LP,CONSUMER LENDING,40.631296,-73.708935
SECURITY FINANCE,CONSUMER LENDING,34.003054,-81.771913
NORTH AMERICAN TITLE LOANS,CONSUMER LENDING,33.486426,-80.862581
GREENLIGHT LENDING GROUP,CONSUMER LENDING,18.465855,-66.116344
FIRST MORTGAGE/DRIVE INN,CONSUMER LENDING,18.4069,-66.1615
ISLAND FINANCE,CONSUMER LENDING,18.00507,-66.013858
PROVIDENT BUSINESS FINANCIAL,CONSUMER LENDING,34.007452,-81.142904
SELDIN ORGANIZATION,CONSUMER LENDING,40.774531,-73.63819
AUCTION FUNDING GROUP LLC,CONSUMER LENDING,40.64858,-73.689626
MARINER FINANCE,CONSUMER LENDING,33.950522,-80.381692
CAR NOW ACCEPTANCE CORP,CONSUMER LENDING,41.782422,-71.440038
AUTO MONEY INC,CONSUMER LENDING,33.8986,-80.4286
BORINQUEN TITLE LOANS,CONSUMER LENDING,18.476598,-66.75432
FICTION APPAREL,CONSUMER LENDING,40.588091,-73.66921
GOLD LOAN CO,CONSUMER LENDING,42.00039,-71.514484
SUNSET FINANCE,CONSUMER LENDING,33.693851,-80.210042
NY MOTIVE GROUP LLC,CONSUMER LENDING,40.749024,-73.755396
ADVANCE AMERICA,CONSUMER LENDING,33.984389,-81.25229
CONSUMER CAPITAL GROUP INC,CONSUMER LENDING,40.760742,-73.827441
INVESTORS CHOICE LENDING,CONSUMER LENDING,41.81964,-71.398596
MILFORD FEDERAL SAVINGS,CONSUMER LENDING,42.015175,-71.468475
CITI FINANCIAL,CONSUMER LENDING,18.00507,-66.013858
TITLE MAX,CONSUMER LENDING,33.981885,-81.104396
CENTREVILLE SAVINGS BANK,CONSUMER LENDING,41.609898,-71.662636
ISLAND FINANCE,CONSUMER LENDING,18.3905,-66.1541
TZEDEC ECONONOMIC DEVMNT FUND,CONSUMER LENDING,40.657626,-73.644584
ISLAND FINANCE,CONSUMER LENDING,18.3781,-65.9016
1ST FRANKLIN FINANCIAL CORP,CONSUMER LENDING,34.086745,-81.184749
CHECK 'N GO,CONSUMER LENDING,42.016381,-71.471655
CONSUMER CREDIT COUNSELING SVC,CONSUMER LENDING,18.443968,-66.064497
,CONSUMER LENDING,18.434221,-66.05215
ANSAB GENERAL FINANCING,CONSUMER LENDING,18.413014,-66.175442
COMMUNITY LOANS OF AMERICA,CONSUMER LENDING,33.489729,-80.85748
PRIVATE LENDER 4 U,CONSUMER LENDING,40.743219,-73.90525
YONATAN FUNDING LLC,CONSUMER LENDING,40.729645,-73.858888
NEW ENGLAND STUDENT LOAN AUTH,CONSUMER LENDING,41.72047,-71.446831
GHF FUNDING,CONSUMER LENDING,40.707365,-73.626134
CASH N GO TITLE LOANS,CONSUMER LENDING,33.487202,-80.86142
